0.000000e+00	9.633342e-01
1.562500e-01	1.490308e+00
3.125000e-01	1.862383e-01
4.687500e-01	-8.651439e-01
6.250000e-01	3.996200e-02
7.812500e-01	4.123565e-01
9.375000e-01	-8.185788e-02
1.093750e+00	-2.614319e-01
1.250000e+00	-3.222139e-01
1.406250e+00	-1.085031e-02
1.562500e+00	5.045378e-01
1.718750e+00	7.064475e-01
1.875000e+00	1.088570e+00
2.031250e+00	-8.830714e-01
2.187500e+00	-5.154386e-01
2.343750e+00	-7.848592e-01
2.500000e+00	-1.449406e+00
2.656250e+00	-1.792326e+00
2.812500e+00	-4.118136e-01
2.968750e+00	6.747871e-01
3.125000e+00	9.065266e-01
3.281250e+00	1.302043e+00
3.437500e+00	1.104597e+00
3.593750e+00	2.110471e-01
3.750000e+00	-4.991611e-01
3.906250e+00	3.231928e-01
4.062500e+00	8.363390e-01
4.218750e+00	1.671092e+00
4.375000e+00	1.263016e+00
4.531250e+00	1.003501e+00
4.687500e+00	-4.140280e-01
4.843750e+00	9.020445e-02
5.000000e+00	-1.488804e-01
5.156250e+00	-5.259122e-01
5.312500e+00	-2.586358e-01
5.468750e+00	-5.224056e-01
5.625000e+00	-1.488553e+00
5.781250e+00	4.540164e-01
5.937500e+00	1.178291e+00
6.093750e+00	3.163930e-01
6.250000e+00	1.113274e-01
6.406250e+00	-5.960648e-01
6.562500e+00	-9.858894e-01
6.718750e+00	-2.895787e-01
6.875000e+00	6.081342e-01
7.031250e+00	1.069865e+00
7.187500e+00	-5.016182e-01
7.343750e+00	-1.899410e+00
7.500000e+00	-1.384609e+00
7.656250e+00	-7.881024e-03
7.812499e+00	-3.607292e-01
7.968750e+00	-5.228283e-01
8.125000e+00	-3.575260e-01
8.281249e+00	-1.507460e+00
8.437500e+00	-2.336828e+00
8.593750e+00	-1.072139e+00
8.749999e+00	2.241052e-01
8.906250e+00	5.719883e-01
9.062500e+00	-3.894682e-01
9.218750e+00	3.173744e-02
9.375000e+00	1.024310e-01
9.531250e+00	1.774348e+00
9.687500e+00	4.310935e-01
9.843749e+00	1.091393e-02
1.000000e+01	-1.842297e-01
1.015625e+01	-1.978715e+00
1.031250e+01	-6.127845e-01
1.046875e+01	2.771827e-01
1.062500e+01	2.098432e-01
1.078125e+01	3.828166e-01
1.093750e+01	-2.874464e-01
1.109375e+01	-1.262510e-02
1.125000e+01	-9.604344e-02
1.140625e+01	-5.248720e-01
1.156250e+01	-2.487563e-01
1.171875e+01	-4.957799e-01
1.187500e+01	1.507254e-01
1.203125e+01	-5.047813e-01
1.218750e+01	-2.038518e-01
1.234375e+01	3.167590e-01
1.250000e+01	4.222197e-01
1.265625e+01	3.299424e-01
1.281250e+01	9.938196e-01
1.296875e+01	3.775906e-01
1.312500e+01	1.274236e+00
1.328125e+01	3.666772e+00
1.343750e+01	3.784877e+00
1.359375e+01	5.615177e+00
1.375000e+01	7.945726e+00
1.390625e+01	1.020011e+01
1.406250e+01	1.443216e+01
1.421875e+01	1.711704e+01
1.437500e+01	2.011618e+01
1.453125e+01	2.297833e+01
1.468750e+01	2.772039e+01
1.484375e+01	3.159859e+01
1.500000e+01	3.570920e+01
1.515625e+01	4.110384e+01
1.531250e+01	4.462622e+01
1.546875e+01	4.912820e+01
1.562500e+01	5.446869e+01
1.578125e+01	6.006574e+01
1.593750e+01	6.604778e+01
1.609375e+01	7.161753e+01
1.625000e+01	7.640973e+01
1.640625e+01	8.089802e+01
1.656250e+01	8.459731e+01
1.671875e+01	8.662243e+01
1.687500e+01	8.843399e+01
1.703125e+01	8.717748e+01
1.718750e+01	8.743420e+01
