0.000000e+00	-2.463734e-01
1.562500e-01	-2.554967e-01
3.125000e-01	-9.670718e-01
4.687500e-01	-4.315820e-01
6.250000e-01	-5.064759e-02
7.812500e-01	-2.737925e-01
9.375000e-01	-1.269173e+00
1.093750e+00	-1.746922e+00
1.250000e+00	-1.515751e+00
1.406250e+00	-9.190484e-01
1.562500e+00	-6.951167e-01
1.718750e+00	-1.048848e+00
1.875000e+00	-1.105254e+00
2.031250e+00	-1.706360e+00
2.187500e+00	-1.791113e+00
2.343750e+00	-1.669109e+00
2.500000e+00	7.157834e-02
2.656250e+00	6.348374e-01
2.812500e+00	-4.968977e-02
2.968750e+00	-8.809274e-01
3.125000e+00	-8.961024e-01
3.281250e+00	-4.364801e-03
3.437500e+00	-3.606482e-01
3.593750e+00	-8.994513e-01
3.750000e+00	-1.145619e+00
3.906250e+00	-1.412061e+00
4.062500e+00	-8.039199e-01
4.218750e+00	-3.695095e-01
4.375000e+00	-4.664823e-01
4.531250e+00	3.705241e-02
4.687500e+00	6.286149e-01
4.843750e+00	-5.155251e-01
5.000000e+00	-2.524928e-02
5.156250e+00	1.050843e+00
5.312500e+00	2.333265e-01
5.468750e+00	-1.379664e+00
5.625000e+00	8.047384e-02
5.781250e+00	1.550380e-02
5.937500e+00	1.693646e+00
6.093750e+00	8.617031e-01
6.250000e+00	6.075448e-01
6.406250e+00	1.485274e+00
6.562500e+00	1.950471e+00
6.718750e+00	6.638776e-01
6.875000e+00	1.020298e+00
7.031250e+00	7.992917e-01
7.187500e+00	1.519314e+00
7.343750e+00	7.255078e-01
7.500000e+00	1.816942e-01
7.656250e+00	8.577383e-01
7.812499e+00	8.432233e-01
7.968750e+00	1.023480e+00
8.125000e+00	9.452995e-01
8.281249e+00	8.534857e-01
8.437500e+00	3.157106e-01
8.593750e+00	-7.412492e-01
8.749999e+00	-4.585833e-01
8.906250e+00	-1.105725e-01
9.062500e+00	-8.560342e-01
9.218750e+00	1.019376e-01
9.375000e+00	5.313531e-01
9.531250e+00	1.009617e+00
