Time1=177ms:Average1=10:Objective=100x:Aperture=5: (6/18/2025 5:09:03 PM)
6/18/2025 5:09:03 PM
Reflectance
100x
Ap#: 5
Avg1: 10.000000
Avg2: 0.000000
Int.Time1:177.000000
Int.Time2:0.000000
200.66101778,35.07109005
201.47859503,33.18965517
202.29608373,32.11009174
203.11348390,30.59360731
203.93079556,37.39130435
204.74801872,34.90566038
205.56515338,36.66666667
206.38219957,34.80176211
207.19915730,36.98630137
208.01602657,31.50684932
208.83280741,34.10138249
209.64949982,36.27906977
210.46610381,34.95575221
211.28261941,33.18965517
212.09904662,32.92181070
212.91538545,34.90196078
213.73163592,34.55284553
214.54779805,38.49056604
215.36387183,35.48387097
216.17985729,34.15492958
216.99575444,35.49488055
217.81156329,35.71428571
218.62728386,37.26708075
219.44291615,36.04651163
220.25846018,37.36263736
221.07391597,34.40860215
221.88928352,36.57894737
222.70456284,37.43589744
223.51975396,37.06467662
224.33485688,37.68115942
225.14987162,38.13131313
225.96479818,37.73584906
226.77963659,38.62068966
227.59438685,38.88888889
228.40904897,36.24454148
229.22362298,36.77130045
230.03810888,39.16849015
230.85250668,36.28318584
231.66681641,36.51551313
232.48103806,39.47368421
233.29517165,39.20595533
234.10921721,36.52392947
234.92317473,35.03836317
235.73704423,38.60589812
236.55082572,36.15819209
237.36451923,35.51136364
238.17812475,34.97109827
238.99164230,36.06060606
239.80507190,37.27272727
240.61841356,34.75409836
241.43166729,33.33333333
242.24483310,31.90789474
243.05791100,28.62068966
243.87090102,33.33333333
244.68380316,30.31358885
245.49661743,32.29166667
246.30934385,31.44876325
247.12198242,31.20567376
247.93453317,29.24187726
248.74699611,30.26819923
249.55937124,29.57198444
250.37165858,30.03802281
251.18385815,30.41825095
251.99596995,28.07692308
252.80799400,29.18287938
253.61993031,29.08366534
254.43177890,27.95275591
255.24353977,28.19548872
256.05521295,30.82706767
256.86679843,28.46441948
257.67829624,26.64092664
258.48970639,23.93822394
259.30102889,30.80000000
260.11226375,29.38931298
260.92341099,28.72727273
261.73447061,28.73134328
262.54544264,24.18772563
263.35632708,28.62453532
264.16712395,26.29629630
264.97783326,28.76254181
265.78845502,31.86440678
266.59898924,29.48717949
267.40943595,28.29581994
268.21979514,30.03003003
269.03006684,30.23952096
269.84025105,27.32732733
270.65034779,28.40909091
271.46035707,32.53968254
272.27027891,30.24523161
273.08011331,30.12987013
273.88986030,32.16080402
274.69951987,32.04819277
275.50909205,34.35294118
276.31857685,34.07572383
277.12797428,32.52212389
277.93728435,32.98969072
278.74650708,33.53174603
279.55564248,34.93282150
280.36469056,34.23597679
281.17365133,35.41666667
281.98252481,34.19593346
282.79131101,33.45521024
283.60000994,34.51957295
284.40862161,34.58110517
285.21714605,35.19163763
286.02558325,34.02417962
286.83393324,32.72120200
287.64219602,33.49834983
288.45037161,34.87603306
289.25846003,32.79220779
290.06646128,35.12605042
290.87437537,33.84615385
291.68220232,34.29602888
292.48994215,32.05128205
293.29759486,31.26177024
294.10516047,33.88581952
294.91263899,32.59668508
295.72003043,32.58003766
296.52733481,30.50193050
297.33455214,33.26732673
298.14168243,32.63757116
298.94872569,31.72541744
299.75568194,30.11152416
300.56255119,31.88405797
301.36933345,29.73977695
302.17602874,31.88405797
302.98263706,31.79297597
303.78915844,31.27340824
304.59559288,30.47619048
305.40194039,31.79190751
306.20820099,31.11545988
307.01437470,32.75193798
307.82046151,33.84912959
308.62646146,32.89962825
309.43237454,32.34200743
310.23820078,31.07861060
311.04394018,31.52173913
311.84959276,31.73431734
312.65515853,33.45454545
313.46063751,30.48327138
314.26602970,33.58633776
315.07133511,32.14953271
315.87655377,32.14285714
316.68168569,31.19092628
317.48673087,31.06617647
318.29168933,32.60073260
319.09656108,30.84112150
319.90134614,32.54972875
320.70604451,31.76043557
321.51065622,29.64285714
322.31518127,31.43872114
323.11961967,32.20035778
323.92397145,31.78571429
324.72823660,31.56028369
325.53241515,32.02979516
326.33650711,31.27340824
327.14051248,30.74074074
327.94443129,32.58426966
328.74826354,30.99630996
329.55200925,30.56057866
330.35566843,29.61672474
331.15924110,29.73913043
331.96272726,28.12500000
332.76612693,26.01246106
333.56944012,26.98170732
334.37266684,26.55367232
335.17580711,25.23616734
335.97886094,24.84076433
336.78182835,23.59154930
337.58470933,24.17218543
338.38750392,24.15557830
339.19021212,23.22456814
339.99283394,22.39208633
340.79536939,21.62386081
341.59781850,21.40107775
342.40018126,21.12472963
343.20245770,22.25201072
344.00464783,21.64226607
344.80675165,20.69767442
345.60876919,21.60087719
346.41070046,21.22593718
347.21254546,21.57616531
348.01430421,21.36139722
348.81597672,22.57789159
349.61756301,21.92108410
350.41906309,22.29299363
351.22047698,22.81382228
352.02180467,23.37706021
352.82304619,23.85754806
353.62420155,24.60435951
354.42527077,25.31572905
355.22625385,24.89247312
356.02715080,25.77266922
356.82796165,26.43566756
357.62868640,26.85333945
358.42932507,27.72082879
359.22987766,27.81456954
360.03034420,28.31443097
360.83072469,29.03466269
361.63101915,29.72829922
362.43122758,30.41590112
363.23135001,31.22823678
364.03138645,31.63571001
364.83133690,32.44938694
365.63120138,32.64948036
366.43097991,33.46496815
367.23067249,33.59375000
368.03027914,34.19494420
368.82979987,34.69454073
369.62923470,35.31475748
370.42858363,35.37190083
371.22784668,36.10135010
372.02702387,36.41491143
372.82611520,36.82985620
373.62512069,37.20472441
374.42404034,37.20912832
375.22287418,37.60463619
376.02162222,37.70113382
